"gene_id","keep_primary","total_count_primary","max_cpm_primary","samples_cpm_ge1_primary"
"ENSG00000117245",TRUE,10421,21.6130130680329,101
"ENSG00000127483",TRUE,336075,311.456363494268,101
"ENSG00000075151",TRUE,141731,153.640292480332,101
"ENSG00000117298",TRUE,333831,407.986075928112,101
"ENSG00000142794",TRUE,11225,17.9108457047903,100
"ENSG00000162551",TRUE,156038,390.556023123179,101
"ENSG00000076864",TRUE,44428,107.290808513962,101
"ENSG00000090686",TRUE,98054,102.594490753992,101
"ENSG00000187942",TRUE,1185,2.45601610074846,35
"ENSG00000142798",TRUE,789115,1426.58389282966,101
"ENSG00000070831",TRUE,350259,329.402589820375,101
"ENSG00000162552",TRUE,4528,17.5092847846261,88
"ENSG00000184677",TRUE,86925,101.596321825589,101
"ENSG00000173372",TRUE,469047,1005.27831030159,101
"ENSG00000159189",TRUE,280049,462.707128926508,101
"ENSG00000173369",TRUE,505221,1322.9728862459,101
"ENSG00000133216",TRUE,20283,52.0894951088433,101
"ENSG00000004487",TRUE,88779,93.0305952008305,101
"ENSG00000169641",TRUE,107449,123.798236737744,101
"ENSG00000125944",TRUE,191807,179.276478636497,101
"ENSG00000125945",TRUE,44808,93.2857303423696,101
"ENSG00000204219",TRUE,33834,65.5625441379887,101
"ENSG00000088280",TRUE,60036,72.5766112600528,101
"ENSG00000007968",TRUE,3637,17.1699650320107,87
"ENSG00000117318",TRUE,154492,207.230437688309,101
"ENSG00000142676",TRUE,1010874,1174.4105468167,101
"ENSG00000011007",TRUE,106309,118.19370283979,101
"ENSG00000057757",TRUE,59475,60.0242221341342,101
"ENSG00000011009",TRUE,58153,130.205568159414,101
"ENSG00000117308",TRUE,35240,54.5718099277998,101
"ENSG00000117305",TRUE,47388,53.8580090594151,101
"ENSG00000179163",TRUE,103789,134.50665030003,101
"ENSG00000188822",TRUE,1531,8.21320007264119,29
"ENSG00000189266",TRUE,125062,131.154474477031,101
"ENSG00000188529",TRUE,141891,148.870571678406,101
"ENSG00000142661",TRUE,2104,7.7635702566822,57
"ENSG00000142677",TRUE,1678,5.57649349502034,47
"ENSG00000185436",TRUE,10824,19.3941249167723,100
"ENSG00000158055",TRUE,728,2.94798015279381,16
"ENSG00000001460",TRUE,16182,43.5301566496168,101
"ENSG00000001461",TRUE,60714,77.6021752330886,101
"ENSG00000117602",TRUE,38267,71.265516876022,101
"ENSG00000184454",TRUE,9174,25.3860220589079,99
"ENSG00000133226",TRUE,115241,122.645073724046,101
"ENSG00000169504",TRUE,591850,806.156542531006,101
"ENSG00000020633",TRUE,38596,86.9523902220307,101
"ENSG00000117614",TRUE,75427,72.3055760495743,101
"ENSG00000117616",TRUE,165747,217.07337101956,101
